State,Unit Code,Unit Name,Unit Type, Visitors ,Year
FL,DESO,De Soto National Memorial,National Memorial," 209,398 ",1986
AZ,WUPA,Wupatki National Monument,National Monument," 207,951 ",1986
NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site," 204,098 ",1986
WA,NEPE,Nez Perce National Historical Park,National Historical Park," 200,881 ",1986
TX,BIBE,Big Bend National Park,National Park," 200,622 ",1986
CA,PINN,Pinnacles National Park,National Park," 198,236 ",1986
VI,CHRI,Christiansted National Historic Site,National Historic Site," 196,053 ",1986
TX,CHAM,Chamizal National Memorial,National Memorial," 194,987 ",1986
NY,SARA,Saratoga National Historical Park,National Historical Park," 189,774 ",1986
ID,CRMO,Craters of the Moon National Monument,National Monument," 178,332 ",1986
WA,LEWI,Lewis and Clark National Historical Park,National Historical Park," 173,778 ",1986
UT,CANY,Canyonlands National Park,National Park," 172,987 ",1986
CA,CHIS,Channel Islands National Park,National Park," 172,913 ",1986
MN,VOYA,Voyageurs National Park,National Park," 172,137 ",1986
NC,GUCO,Guilford Courthouse National Military Park,National Military Park," 171,010 ",1986
NE,SCBL,Scotts Bluff National Monument,National Monument," 170,708 ",1986
VA,GEWA,George Washington Birthplace National Monument,National Monument," 163,358 ",1986
TX,GUMO,Guadalupe Mountains National Park,National Park," 163,313 ",1986
PA,UPDE,Upper Delaware Scenic and Recreational River,Scenic and Recreational River," 162,598 ",1986
AZ,CAGR,Casa Grande Ruins National Monument,National Monument," 160,936 ",1986
AR,FOSM,Fort Smith National Historic Site,National Historic Site," 160,019 ",1986
PA,FONE,Fort Necessity National Battlefield,National Battlefield," 155,233 ",1986
OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial," 155,127 ",1986
MO,GWCA,George Washington Carver National Monument,National Monument," 148,681 ",1986
MN,PIPE,Pipestone National Monument,National Monument," 138,993 ",1986
AZ,HUTR,Hubbell Trading Post National Historic Site,National Historic Site," 138,811 ",1986
PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site," 138,638 ",1986
WA,SAJH,San Juan Island National Historical Park,National Historical Park," 137,008 ",1986
AK,GLBA,Glacier Bay National Park,National Park," 136,877 ",1986
AK,GLBA,Glacier Bay National Preserve,National Preserve," 136,877 ",1986
FL,FOCA,Fort Caroline National Memorial,National Memorial," 135,883 ",1986
SD,JECA,Jewel Cave National Monument,National Monument," 134,767 ",1986
PA,EISE,Eisenhower National Historic Site,National Historic Site," 131,634 ",1986
AR,PERI,Pea Ridge National Military Park,National Military Park," 131,161 ",1986
GA,ANDE,Andersonville National Historic Site,National Historic Site," 129,798 ",1986
CO,FLFO,Florissant Fossil Beds National Monument,National Monument," 127,430 ",1986
UT,TICA,Timpanogos Cave National Monument,National Monument," 124,410 ",1986
IN,GERO,George Rogers Clark National Historical Park,National Historical Park," 120,903 ",1986
NY,SAHI,Sagamore Hill National Historic Site,National Historic Site," 119,458 ",1986
AZ,WACA,Walnut Canyon National Monument,National Monument," 115,754 ",1986
MO,HSTR,Harry S Truman National Historic Site,National Historic Site," 114,102 ",1986
WI,APIS,Apostle Islands National Lakeshore,National Lakeshore," 113,621 ",1986
AK,SITK,Sitka National Historical Park,National Historical Park," 110,580 ",1986
WA,WHMI,Whitman Mission National Historic Site,National Historic Site," 109,855 ",1986
OR,JODA,John Day Fossil Beds National Monument,National Monument," 103,328 ",1986
OR,ORCA,Oregon Caves National Monument and Preserve,National Monument," 101,833 ",1986
AK,KLGO,Klondike Gold Rush National Historical Park,National Historical Park," 100,649 ",1986
AL,TUIN,Tuskegee Institute National Historic Site,National Historic Site," 99,876 ",1986
AZ,TUZI,Tuzigoot National Monument,National Monument," 97,537 ",1986
NC,CALO,Cape Lookout National Seashore,National Seashore," 95,575 ",1986
SC,COWP,Cowpens National Battlefield,National Battlefield," 94,513 ",1986
CA,DEPO,Devils Postpile National Monument,National Monument," 89,518 ",1986
IA,EFMO,Effigy Mounds National Monument,National Monument," 87,764 ",1986
WY,FOLA,Fort Laramie National Historic Site,National Historic Site," 86,110 ",1986
KS,FOSC,Fort Scott National Historic Site,National Historic Site," 82,923 ",1986
AZ,TONT,Tonto National Monument,National Monument," 82,784 ",1986
CA,LABE,Lava Beds National Monument,National Monument," 77,061 ",1986
MD,PISC,Piscataway Park,Other Designation," 76,425 ",1986
VI,BUIS,Buck Island Reef National Monument,National Monument," 74,708 ",1986
UT,NABR,Natural Bridges National Monument,National Monument," 73,069 ",1986
TN,ANJO,Andrew Johnson National Historic Site,National Historic Site," 72,600 ",1986
PA,ALPO,Allegheny Portage Railroad National Historic Site,National Historic Site," 68,990 ",1986
TX,BITH,Big Thicket National Preserve,National Preserve," 66,669 ",1986
TX,FODA,Fort Davis National Historic Site,National Historic Site," 63,918 ",1986
NM,AZRU,Aztec Ruins National Monument,National Monument," 62,519 ",1986
AZ,CHIR,Chiricahua National Monument,National Monument," 61,472 ",1986
NC,CARL,Carl Sandburg Home National Historic Site,National Historic Site," 61,346 ",1986
AL,HOBE,Horseshoe Bend National Military Park,National Military Park," 61,203 ",1986
AR,ARPO,Arkansas Post National Memorial,National Memorial," 60,258 ",1986
AZ,TUMA,Tumacacori National Historical Park,National Historical Park," 60,117 ",1986
NY,FOST,Fort Stanwix National Monument,National Monument," 57,857 ",1986
UT,GOSP,Golden Spike National Historic Site,National Historic Site," 57,647 ",1986
HI,PUHE,Pu'ukohola Heiau National Historic Site,National Historic Site," 56,424 ",1986
KS,FOLS,Fort Larned National Historic Site,National Historic Site," 55,138 ",1986
NM,ELMO,El Morro National Monument,National Monument," 54,941 ",1986
AK,KEFJ,Kenai Fjords National Park,National Park," 54,296 ",1986
AZ,CORO,Coronado National Memorial,National Memorial," 53,832 ",1986
PA,JOFL,Johnstown Flood National Memorial,National Memorial," 51,996 ",1986
GU,WAPA,War in the Pacific National Historical Park,War in the Pacific," 51,567 ",1986
MA,SAIR,Saugus Iron Works National Historic Site,National Historic Site," 49,500 ",1986
NM,CHCU,Chaco Culture National Historical Park,National Historical Park," 49,473 ",1986
DC,THIS,Theodore Roosevelt Island,National Memorial," 48,359 ",1986
NM,CAVO,Capulin Volcano National Monument,National Monument," 46,968 ",1986
MI,GRPO,Grand Portage National Monument,National Monument," 46,782 ",1986
NY,GEGR,General Grant National Memorial,National Memorial," 46,630 ",1986
AZ,NAVA,Navajo National Monument,National Monument," 46,554 ",1986
NC,MOCR,Moores Creek National Battlefield,National Battlefield," 45,821 ",1986
MD,HAMP,Hampton National Historic Site,National Historic Site," 45,118 ",1986
NM,PECO,Pecos National Historical Park,National Historical Park," 44,808 ",1986
CO,BEOL,Bent's Old Fort National Historic Site,National Historic Site," 44,770 ",1986
NM,GICL,Gila Cliff Dwellings National Monument,National Monument," 44,465 ",1986
OH,HOCU,Hopewell Culture National Historical Park,National Historical Park," 43,854 ",1986
SC,NISI,Ninety Six National Historic Site,National Historic Site," 41,690 ",1986
AK,KATM,Katmai National Park,National Park," 41,663 ",1986
AK,KATM,Katmai National Preserve,National Preserve," 41,663 ",1986
NY,HAGR,Hamilton Grange National Memorial,National Memorial," 41,623 ",1986
NV,GRBA,Great Basin National Park,National Park," 40,359 ",1986
MT,BIHO,Big Hole National Battlefield,National Battlefield," 39,388 ",1986
NE,HOME,Homestead National Monument of America,National Monument," 38,276 ",1986
CA,JOMU,John Muir National Historic Site,National Historic Site," 38,051 ",1986
NJ,EDIS,Thomas Edison National Historical Park,National Historic Site," 37,916 ",1986
NH,SAGA,Saint-Gaudens National Historic Site,National Historic Site," 35,446 ",1986
AZ,PISP,Pipe Spring National Monument,National Monument," 33,578 ",1986
DC,FRDO,Frederick Douglass National Historic Site,National Historic Site," 33,379 ",1986
NM,SAPU,Salinas Pueblo Missions National Monument,National Monument," 30,619 ",1986
NY,ELRO,Eleanor Roosevelt National Historic Site,National Historic Site," 30,313 ",1986
GA,CUIS,Cumberland Island National Seashore,National Seashore," 28,165 ",1986
MT,GRKO,Grant-Kohrs Ranch National Historic Site,National Historic Site," 27,029 ",1986
AK,WRST,Wrangell-St. Elias National Park,National Park," 26,557 ",1986
AK,WRST,Wrangell-St. Elias National Preserve,National Preserve," 26,557 ",1986
MI,ISRO,Isle Royale National Park,National Park," 26,122 ",1986
MA,ADAM,Adams National Historical Park,National Historical Park," 24,693 ",1986
AL,RUCA,Russell Cave National Monument,National Monument," 23,388 ",1986
ND,FOUS,Fort Union Trading Post National Historic Site,National Historic Site," 22,663 ",1986
MD,CLBA,Clara Barton National Historic Site,National Historic Site," 21,936 ",1986
NY,THRI,Theodore Roosevelt Inaugural National Historic Site,National Historic Site," 21,077 ",1986
VA,BOWA,Booker T. Washington National Monument,National Monument," 20,859 ",1986
MA,JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site," 18,632 ",1986
MA,SPAR,Springfield Armory National Historic Site,National Historic Site," 18,274 ",1986
RI,ROWI,Roger Williams National Memorial,National Memorial," 18,176 ",1986
MA,LONG,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site," 17,746 ",1986
NY,WORI,Women's Rights National Historical Park,National Historical Park," 16,764 ",1986
SC,CONG,Congaree National Park,National Park," 16,508 ",1986
NY,THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site," 16,408 ",1986
UT,HOVE,Hovenweep National Monument,National Monument," 15,583 ",1986
FL,DRTO,Dry Tortugas National Park,National Park," 15,379 ",1986
WY,FOBU,Fossil Butte National Monument,National Monument," 15,281 ",1986
PA,FRHI,Friendship Hill National Historic Site,National Historic Site," 14,128 ",1986
AK,LACL,Lake Clark National Park,National Park," 13,611 ",1986
AK,LACL,Lake Clark National Preserve,National Preserve," 13,611 ",1986
NM,FOUN,Fort Union National Monument,National Monument," 13,441 ",1986
PA,EDAL,Edgar Allan Poe National Historic Site,National Historic Site," 12,365 ",1986
ND,KNRI,Knife River Indian Villages National Historic Site,National Historic Site," 11,757 ",1986
NE,AGFO,Agate Fossil Beds National Monument,National Monument," 10,187 ",1986
AK,CAKR,Cape Krusenstern National Monument,National Monument," 9,375 ",1986
AZ,FOBO,Fort Bowie National Historic Site,National Historic Site," 7,364 ",1986
PA,THKO,Thaddeus Kosciuszko National Memorial,National Memorial," 7,208 ",1986
AK,NOAT,Noatak National Preserve,National Preserve," 5,570 ",1986
MA,FRLA,Frederick Law Olmsted National Historic Site,National Historic Site," 5,403 ",1986
NY,MAVA,Martin Van Buren National Historic Site,National Historic Site," 4,943 ",1986
OH,WIHO,William Howard Taft National Historic Site,National Historic Site," 3,905 ",1986
VA,MAWA,Maggie L. Walker National Historic Site,National Historic Site," 3,107 ",1986
AK,GAAR,Gates of the Arctic National Park,National Park," 2,801 ",1986
AK,GAAR,Gates of the Arctic National Preserve,National Preserve," 2,801 ",1986
CA,EUON,Eugene O'Neill National Historic Site,National Historic Site," 2,639 ",1986
TX,ALFL,Alibates Flint Quarries National Monument,National Monument," 2,202 ",1986
AK,YUCH,Yukon-Charley Rivers National Preserve,National Preserve," 1,707 ",1986
AK,KOVA,Kobuk Valley National Park,National Park," 1,085 ",1986
TX,RIGR,Rio Grande Wild and Scenic River,Wild and Scenic River, 805 ,1986
CA,GOGA,Golden Gate National Recreation Area,National Recreation Area," 18,355,365 ",1985
NC,BLRI,Blue Ridge Parkway,Parkway," 17,193,408 ",1985
MS,NATR,Natchez Trace Parkway,Parkway," 12,931,973 ",1985
FL,GUIS,Gulf Islands National Seashore,National Seashore," 9,880,814 ",1985
NC,GRSM,Great Smoky Mountains National Park,National Park," 9,319,290 ",1985
VA,GWMP,George Washington Memorial Parkway,National Parkway," 8,780,684 ",1985
NY,GATE,Gateway National Recreation Area,National Recreation Area," 8,640,734 ",1985
DC,NACA,National Capital Parks,Park," 8,316,420 ",1985
NV,LAKE,Lake Mead National Recreation Area,National Recreation Area," 6,952,147 ",1985
DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park," 6,184,948 ",1985
PA,INDE,Independence National Historical Park,National Historical Park," 4,867,399 ",1985
MA,CACO,Cape Cod National Seashore,National Seashore," 4,374,799 ",1985
PA,VAFO,Valley Forge National Historical Park,National Historical Park," 4,177,029 ",1985
DC,VIVE,Vietnam Veterans Memorial,National Memorial," 3,978,216 ",1985
DC,LINC,Lincoln Memorial,National Memorial," 3,810,581 ",1985
ME,ACAD,Acadia National Park,National Park," 3,745,570 ",1985
CA,YOSE,Yosemite National Park,National Park," 2,831,952 ",1985
AZ,GRCA,Grand Canyon National Park,National Park," 2,711,529 ",1985
WA,OLYM,Olympic National Park,National Park," 2,532,145 ",1985
MD,ASIS,Assateague Island National Seashore,National Seashore," 2,304,906 ",1985
DC,JEFM,Thomas Jefferson Memorial,National Memorial," 2,261,477 ",1985
CO,ROMO,Rocky Mountain National Park,National Park," 2,248,854 ",1985
WY,YELL,Yellowstone National Park,National Park," 2,226,159 ",1985
PR,SAJU,San Juan National Historic Site,National Historic Site," 2,221,661 ",1985
PA,DEWA,Delaware Water Gap National Recreation Area,National Recreation Area," 2,186,179 ",1985
MO,JEFF,Jefferson National Expansion Memorial,National Memorial," 2,140,316 ",1985
VA,COLO,Colonial National Historical Park,National Historical Park," 2,138,188 ",1985
OK,CHIC,Chickasaw National Recreation Area,National Recreation Area," 2,129,513 ",1985
UT,GLCA,Glen Canyon National Recreation Area,National Recreation Area," 2,078,866 ",1985
CA,PORE,Point Reyes National Seashore,National Seashore," 1,991,615 ",1985
VA,SHEN,Shenandoah National Park,National Park," 1,933,085 ",1985
DC,ROCR,Rock Creek Park,Park," 1,891,539 ",1985
IN,INDU,Indiana Dunes National Lakeshore,National Lakeshore," 1,800,326 ",1985
SD,MORU,Mount Rushmore National Memorial,National Memorial," 1,740,793 ",1985
CA,CABR,Cabrillo National Monument,National Monument," 1,652,089 ",1985
MT,GLAC,Glacier National Park,National Park," 1,603,011 ",1985
TX,LAMR,Lake Meredith National Recreation Area,National Recreation Area," 1,597,719 ",1985
MA,BOST,Boston National Historical Park,National Historical Park," 1,560,527 ",1985
KY,MACA,Mammoth Cave National Park,National Park," 1,507,939 ",1985
UT,ZION,Zion National Park,National Park," 1,503,272 ",1985
GA,CHAT,Chattahoochee River National Recreation Area,National Recreation Area," 1,499,103 ",1985
CA,MUWO,Muir Woods National Monument,National Monument," 1,377,221 ",1985
MO,OZAR,Ozark National Scenic Riverways,National Scenic Riverway," 1,358,900 ",1985
